EXTRACT,2023-05-25,2,9200.00
DETAIL,268,6D118E6C4B1A48018171,"Decipher Solutions, LLC(Decipher Solutions, LLC)-CAT-006 (ACH in Concur)",CAT-006,,PAID,2023-05-23,,ACH,5000.00,,"Decipher Solutions, LLC","Decipher Solutions, LLC",BA07A77DA56444358A38544CD98EE202,1C0374D1C23941D9B6A3,8EDC7ADED0E743B69C3C,2023-05-17,2023-05-18,,,2023-05-22,2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DETAIL,272,400783CDEEC44898B98C,"Syntax Forge, Inc.(SyntaxForge)-MPI20230424 (ACH in Concur)",MPI20230424,,PAID,2023-05-24,,ACH,4200.00,,"Syntax Forge, Inc.",SyntaxForge,5750 South View Drive,22443493028D41ADB41D,C3E36CDC620E4787A1F7,2023-05-18,2023-05-19,,,2023-05-23,2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
